date,iso_code,location,continent,population,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_deaths_per_million
2020-02-25,ALB,Albania,Europe,2854710.0,,,
2020-02-26,ALB,Albania,Europe,2854710.0,,,
2020-02-27,ALB,Albania,Europe,2854710.0,,,
2020-02-28,ALB,Albania,Europe,2854710.0,,,
2020-02-29,ALB,Albania,Europe,2854710.0,,,
2020-03-01,ALB,Albania,Europe,2854710.0,,,
2020-03-02,ALB,Albania,Europe,2854710.0,,,
2020-03-03,ALB,Albania,Europe,2854710.0,,,
2020-03-04,ALB,Albania,Europe,2854710.0,,,
2020-03-05,ALB,Albania,Europe,2854710.0,,,
2020-03-06,ALB,Albania,Europe,2854710.0,,,
2020-03-07,ALB,Albania,Europe,2854710.0,,,
2020-03-08,ALB,Albania,Europe,2854710.0,,,
2020-03-09,ALB,Albania,Europe,2854710.0,,,
2020-03-10,ALB,Albania,Europe,2854710.0,,,
2020-03-11,ALB,Albania,Europe,2854710.0,,,0.35
2020-03-12,ALB,Albania,Europe,2854710.0,,,0.35
2020-03-13,ALB,Albania,Europe,2854710.0,,,0.35
2020-03-14,ALB,Albania,Europe,2854710.0,1.902,,0.35
2020-03-15,ALB,Albania,Europe,2854710.0,2.102,,0.35
2020-03-16,ALB,Albania,Europe,2854710.0,2.452,0.05,0.35
2020-03-17,ALB,Albania,Europe,2854710.0,2.252,0.05,0.35
2020-03-18,ALB,Albania,Europe,2854710.0,2.352,0.05,0.701
2020-03-19,ALB,Albania,Europe,2854710.0,2.052,0.05,0.701
2020-03-20,ALB,Albania,Europe,2854710.0,1.852,0.05,0.701
2020-03-21,ALB,Albania,Europe,2854710.0,1.902,0.05,0.701
2020-03-22,ALB,Albania,Europe,2854710.0,2.352,0.05,0.701
2020-03-23,ALB,Albania,Europe,2854710.0,2.652,0.15,1.401
2020-03-24,ALB,Albania,Europe,2854710.0,3.403,0.2,1.751
2020-03-25,ALB,Albania,Europe,2854710.0,4.354,0.15,1.751
2020-03-26,ALB,Albania,Europe,2854710.0,5.505,0.2,2.102
2020-03-27,ALB,Albania,Europe,2854710.0,5.805,0.3,2.802
2020-03-28,ALB,Albania,Europe,2854710.0,6.055,0.4,3.503
2020-03-29,ALB,Albania,Europe,2854710.0,6.155,0.4,3.503
2020-03-30,ALB,Albania,Europe,2854710.0,5.955,0.35,3.853
2020-03-31,ALB,Albania,Europe,2854710.0,6.005,0.5,5.254
2020-04-01,ALB,Albania,Europe,2854710.0,5.655,0.5,5.254
2020-04-02,ALB,Albania,Europe,2854710.0,5.154,0.5,5.605
2020-04-03,ALB,Albania,Europe,2854710.0,5.905,0.45,5.955
2020-04-04,ALB,Albania,Europe,2854710.0,6.806,0.5,7.006
2020-04-05,ALB,Albania,Europe,2854710.0,7.456,0.5,7.006
2020-04-06,ALB,Albania,Europe,2854710.0,7.707,0.5,7.356
2020-04-07,ALB,Albania,Europe,2854710.0,7.006,0.35,7.707
2020-04-08,ALB,Albania,Europe,2854710.0,7.056,0.35,7.707
2020-04-09,ALB,Albania,Europe,2854710.0,6.606,0.35,8.057
2020-04-10,ALB,Albania,Europe,2854710.0,5.605,0.3,8.057
2020-04-11,ALB,Albania,Europe,2854710.0,5.004,0.15,8.057
2020-04-12,ALB,Albania,Europe,2854710.0,4.254,0.15,8.057
2020-04-13,ALB,Albania,Europe,2854710.0,4.504,0.1,8.057
2020-04-14,ALB,Albania,Europe,2854710.0,4.604,0.1,8.407
2020-04-15,ALB,Albania,Europe,2854710.0,4.704,0.15,8.757
2020-04-16,ALB,Albania,Europe,2854710.0,5.455,0.15,9.108
2020-04-17,ALB,Albania,Europe,2854710.0,6.155,0.15,9.108
2020-04-18,ALB,Albania,Europe,2854710.0,5.755,0.15,9.108
2020-04-19,ALB,Albania,Europe,2854710.0,5.805,0.15,9.108
2020-04-20,ALB,Albania,Europe,2854710.0,5.855,0.15,9.108
2020-04-21,ALB,Albania,Europe,2854710.0,6.706,0.1,9.108
2020-04-22,ALB,Albania,Europe,2854710.0,7.006,0.1,9.458
2020-04-23,ALB,Albania,Europe,2854710.0,7.256,0.05,9.458
2020-04-24,ALB,Albania,Europe,2854710.0,6.956,0.05,9.458
2020-04-25,ALB,Albania,Europe,2854710.0,8.207,0.05,9.458
2020-04-26,ALB,Albania,Europe,2854710.0,8.207,0.1,9.808
2020-04-27,ALB,Albania,Europe,2854710.0,7.606,0.1,9.808
2020-04-28,ALB,Albania,Europe,2854710.0,7.056,0.2,10.509
2020-04-29,ALB,Albania,Europe,2854710.0,6.606,0.15,10.509
2020-04-30,ALB,Albania,Europe,2854710.0,5.505,0.2,10.859
2020-05-01,ALB,Albania,Europe,2854710.0,5.204,0.2,10.859
2020-05-02,ALB,Albania,Europe,2854710.0,3.853,0.2,10.859
2020-05-03,ALB,Albania,Europe,2854710.0,3.453,0.15,10.859
2020-05-04,ALB,Albania,Europe,2854710.0,3.353,0.15,10.859
2020-05-05,ALB,Albania,Europe,2854710.0,3.503,0.05,10.859
2020-05-06,ALB,Albania,Europe,2854710.0,3.303,0.05,10.859
2020-05-07,ALB,Albania,Europe,2854710.0,3.453,0.0,10.859
2020-05-08,ALB,Albania,Europe,2854710.0,3.403,0.0,10.859
2020-05-09,ALB,Albania,Europe,2854710.0,3.353,0.0,10.859
2020-05-10,ALB,Albania,Europe,2854710.0,3.653,0.0,10.859
2020-05-11,ALB,Albania,Europe,2854710.0,3.453,0.0,10.859
2020-05-12,ALB,Albania,Europe,2854710.0,2.802,0.0,10.859
2020-05-13,ALB,Albania,Europe,2854710.0,2.402,0.0,10.859
2020-05-14,ALB,Albania,Europe,2854710.0,2.802,0.0,10.859
2020-05-15,ALB,Albania,Europe,2854710.0,3.303,0.0,10.859
2020-05-16,ALB,Albania,Europe,2854710.0,3.853,0.0,10.859
2020-05-17,ALB,Albania,Europe,2854710.0,3.903,0.0,10.859
2020-05-18,ALB,Albania,Europe,2854710.0,3.803,0.0,10.859
2020-05-19,ALB,Albania,Europe,2854710.0,3.653,0.0,10.859
2020-05-20,ALB,Albania,Europe,2854710.0,4.204,0.0,10.859
2020-05-21,ALB,Albania,Europe,2854710.0,3.553,0.0,10.859
2020-05-22,ALB,Albania,Europe,2854710.0,3.253,0.0,10.859
2020-05-23,ALB,Albania,Europe,2854710.0,2.802,0.0,10.859
2020-05-24,ALB,Albania,Europe,2854710.0,2.602,0.05,11.21
2020-05-25,ALB,Albania,Europe,2854710.0,2.802,0.05,11.21
2020-05-26,ALB,Albania,Europe,2854710.0,4.003,0.1,11.56
2020-05-27,ALB,Albania,Europe,2854710.0,4.304,0.1,11.56
2020-05-28,ALB,Albania,Europe,2854710.0,5.355,0.1,11.56
2020-05-29,ALB,Albania,Europe,2854710.0,5.905,0.1,11.56
2020-05-30,ALB,Albania,Europe,2854710.0,6.656,0.1,11.56
2020-05-31,ALB,Albania,Europe,2854710.0,6.956,0.05,11.56
2020-06-01,ALB,Albania,Europe,2854710.0,6.956,0.05,11.56
2020-06-02,ALB,Albania,Europe,2854710.0,6.756,0.0,11.56
2020-06-03,ALB,Albania,Europe,2854710.0,6.706,0.0,11.56
2020-06-04,ALB,Albania,Europe,2854710.0,6.055,0.0,11.56
2020-06-05,ALB,Albania,Europe,2854710.0,5.655,0.0,11.56
2020-06-06,ALB,Albania,Europe,2854710.0,5.505,0.05,11.91
2020-06-07,ALB,Albania,Europe,2854710.0,5.455,0.05,11.91
2020-06-08,ALB,Albania,Europe,2854710.0,6.005,0.05,11.91
2020-06-09,ALB,Albania,Europe,2854710.0,6.756,0.05,11.91
2020-06-10,ALB,Albania,Europe,2854710.0,7.857,0.05,11.91
2020-06-11,ALB,Albania,Europe,2854710.0,9.408,0.1,12.26
2020-06-12,ALB,Albania,Europe,2854710.0,10.209,0.15,12.611
2020-06-13,ALB,Albania,Europe,2854710.0,11.61,0.1,12.611
2020-06-14,ALB,Albania,Europe,2854710.0,13.762,0.1,12.611
2020-06-15,ALB,Albania,Europe,2854710.0,16.364,0.1,12.611
2020-06-16,ALB,Albania,Europe,2854710.0,18.666,0.15,12.961
2020-06-17,ALB,Albania,Europe,2854710.0,19.066,0.2,13.311
2020-06-18,ALB,Albania,Europe,2854710.0,20.167,0.2,13.662
2020-06-19,ALB,Albania,Europe,2854710.0,21.118,0.3,14.713
2020-06-20,ALB,Albania,Europe,2854710.0,21.368,0.35,15.063
2020-06-21,ALB,Albania,Europe,2854710.0,22.069,0.4,15.413
2020-06-22,ALB,Albania,Europe,2854710.0,20.267,0.4,15.413
2020-06-23,ALB,Albania,Europe,2854710.0,18.766,0.4,15.763
2020-06-24,ALB,Albania,Europe,2854710.0,19.617,0.45,16.464
2020-06-25,ALB,Albania,Europe,2854710.0,20.217,0.5,17.165
2020-06-26,ALB,Albania,Europe,2854710.0,21.568,0.45,17.865
2020-06-27,ALB,Albania,Europe,2854710.0,21.969,0.5,18.566
2020-06-28,ALB,Albania,Europe,2854710.0,22.019,0.55,19.266
2020-06-29,ALB,Albania,Europe,2854710.0,23.57,0.701,20.317
2020-06-30,ALB,Albania,Europe,2854710.0,24.421,0.851,21.718
2020-07-01,ALB,Albania,Europe,2854710.0,23.32,0.901,22.769
2020-07-02,ALB,Albania,Europe,2854710.0,23.52,1.001,24.171
2020-07-03,ALB,Albania,Europe,2854710.0,24.171,1.051,25.221
2020-07-04,ALB,Albania,Europe,2854710.0,24.471,1.051,25.922
2020-07-05,ALB,Albania,Europe,2854710.0,24.571,1.051,26.623
2020-07-06,ALB,Albania,Europe,2854710.0,24.921,1.051,27.674
2020-07-07,ALB,Albania,Europe,2854710.0,25.171,0.951,28.374
2020-07-08,ALB,Albania,Europe,2854710.0,26.322,0.901,29.075
2020-07-09,ALB,Albania,Europe,2854710.0,26.322,0.701,29.075
2020-07-10,ALB,Albania,Europe,2854710.0,26.322,0.651,29.775
2020-07-11,ALB,Albania,Europe,2854710.0,27.624,0.751,31.177
2020-07-12,ALB,Albania,Europe,2854710.0,28.074,0.851,32.578
2020-07-13,ALB,Albania,Europe,2854710.0,30.376,0.801,33.278
2020-07-14,ALB,Albania,Europe,2854710.0,31.477,0.801,33.979
2020-07-15,ALB,Albania,Europe,2854710.0,32.328,0.901,35.38
2020-07-16,ALB,Albania,Europe,2854710.0,33.178,1.051,36.431
2020-07-17,ALB,Albania,Europe,2854710.0,31.427,1.101,37.482
2020-07-18,ALB,Albania,Europe,2854710.0,31.877,1.101,38.883
2020-07-19,ALB,Albania,Europe,2854710.0,31.827,0.951,39.233
2020-07-20,ALB,Albania,Europe,2854710.0,30.026,0.901,39.584
2020-07-21,ALB,Albania,Europe,2854710.0,31.177,1.001,40.985
2020-07-22,ALB,Albania,Europe,2854710.0,30.326,0.951,42.036
2020-07-23,ALB,Albania,Europe,2854710.0,30.776,0.951,43.087
2020-07-24,ALB,Albania,Europe,2854710.0,33.228,1.051,44.838
2020-07-25,ALB,Albania,Europe,2854710.0,31.477,1.151,46.94
2020-07-26,ALB,Albania,Europe,2854710.0,33.679,1.301,48.341
2020-07-27,ALB,Albania,Europe,2854710.0,35.48,1.551,50.443
2020-07-28,ALB,Albania,Europe,2854710.0,35.38,1.551,51.844
2020-07-29,ALB,Albania,Europe,2854710.0,37.382,1.501,52.545
2020-07-30,ALB,Albania,Europe,2854710.0,36.581,1.551,53.946
2020-07-31,ALB,Albania,Europe,2854710.0,35.33,1.451,54.997
2020-08-01,ALB,Albania,Europe,2854710.0,37.982,1.351,56.398
2020-08-02,ALB,Albania,Europe,2854710.0,37.832,1.401,58.15
2020-08-03,ALB,Albania,Europe,2854710.0,37.032,1.401,60.251
2020-08-04,ALB,Albania,Europe,2854710.0,37.682,1.401,61.652
2020-08-05,ALB,Albania,Europe,2854710.0,39.233,1.601,63.754
2020-08-06,ALB,Albania,Europe,2854710.0,40.985,1.701,65.856
2020-08-07,ALB,Albania,Europe,2854710.0,43.787,1.601,66.206
2020-08-08,ALB,Albania,Europe,2854710.0,43.987,1.601,67.608
2020-08-09,ALB,Albania,Europe,2854710.0,44.638,1.651,69.709
2020-08-10,ALB,Albania,Europe,2854710.0,45.839,1.401,70.06
2020-08-11,ALB,Albania,Europe,2854710.0,46.339,1.451,71.811
2020-08-12,ALB,Albania,Europe,2854710.0,46.44,1.301,72.862
2020-08-13,ALB,Albania,Europe,2854710.0,47.791,1.251,74.614
2020-08-14,ALB,Albania,Europe,2854710.0,48.341,1.501,76.715
2020-08-15,ALB,Albania,Europe,2854710.0,49.292,1.601,78.817
2020-08-16,ALB,Albania,Europe,2854710.0,48.491,1.451,79.868
2020-08-17,ALB,Albania,Europe,2854710.0,48.191,1.501,80.569
2020-08-18,ALB,Albania,Europe,2854710.0,48.942,1.351,81.269
2020-08-19,ALB,Albania,Europe,2854710.0,49.792,1.301,81.97
2020-08-20,ALB,Albania,Europe,2854710.0,49.842,1.251,83.371
2020-08-21,ALB,Albania,Europe,2854710.0,50.143,1.051,84.072
2020-08-22,ALB,Albania,Europe,2854710.0,50.793,1.001,85.823
2020-08-23,ALB,Albania,Europe,2854710.0,52.395,1.101,87.575
2020-08-24,ALB,Albania,Europe,2854710.0,55.347,1.201,88.976
2020-08-25,ALB,Albania,Europe,2854710.0,55.297,1.351,90.727
2020-08-26,ALB,Albania,Europe,2854710.0,55.798,1.451,92.128
2020-08-27,ALB,Albania,Europe,2854710.0,55.848,1.401,93.179
2020-08-28,ALB,Albania,Europe,2854710.0,53.846,1.551,94.931
2020-08-29,ALB,Albania,Europe,2854710.0,50.243,1.501,96.332
2020-08-30,ALB,Albania,Europe,2854710.0,47.691,1.501,98.084
2020-08-31,ALB,Albania,Europe,2854710.0,45.439,1.501,99.485
2020-09-01,ALB,Albania,Europe,2854710.0,42.386,1.551,101.587
2020-09-02,ALB,Albania,Europe,2854710.0,40.084,1.651,103.688
2020-09-03,ALB,Albania,Europe,2854710.0,38.082,1.751,105.44
2020-09-04,ALB,Albania,Europe,2854710.0,38.633,1.751,107.191
2020-09-05,ALB,Albania,Europe,2854710.0,41.185,1.852,109.293
2020-09-06,ALB,Albania,Europe,2854710.0,43.787,1.802,110.694
2020-09-07,ALB,Albania,Europe,2854710.0,44.688,1.751,111.745
2020-09-08,ALB,Albania,Europe,2854710.0,47.39,1.551,112.446
2020-09-09,ALB,Albania,Europe,2854710.0,48.842,1.301,112.796
2020-09-10,ALB,Albania,Europe,2854710.0,50.843,1.151,113.497
2020-09-11,ALB,Albania,Europe,2854710.0,52.745,1.051,114.548
2020-09-12,ALB,Albania,Europe,2854710.0,54.196,0.901,115.598
2020-09-13,ALB,Albania,Europe,2854710.0,54.947,0.901,117.0
2020-09-14,ALB,Albania,Europe,2854710.0,55.747,0.951,118.401
2020-09-15,ALB,Albania,Europe,2854710.0,55.998,0.951,119.101
2020-09-16,ALB,Albania,Europe,2854710.0,55.647,1.051,120.152
2020-09-17,ALB,Albania,Europe,2854710.0,54.446,1.151,121.554
2020-09-18,ALB,Albania,Europe,2854710.0,52.645,1.301,123.655
2020-09-19,ALB,Albania,Europe,2854710.0,52.094,1.401,125.407
2020-09-20,ALB,Albania,Europe,2854710.0,51.644,1.401,126.808
2020-09-21,ALB,Albania,Europe,2854710.0,50.793,1.301,127.509
2020-09-22,ALB,Albania,Europe,2854710.0,49.742,1.351,128.559
2020-09-23,ALB,Albania,Europe,2854710.0,48.591,1.351,129.61
2020-09-24,ALB,Albania,Europe,2854710.0,48.691,1.151,129.61
2020-09-25,ALB,Albania,Europe,2854710.0,48.641,1.001,130.661
2020-09-26,ALB,Albania,Europe,2854710.0,46.39,0.851,131.362
2020-09-27,ALB,Albania,Europe,2854710.0,43.737,0.751,132.062
2020-09-28,ALB,Albania,Europe,2854710.0,42.836,0.801,133.113
2020-09-29,ALB,Albania,Europe,2854710.0,42.636,0.851,134.515
2020-09-30,ALB,Albania,Europe,2854710.0,43.137,0.851,135.565
2020-10-01,ALB,Albania,Europe,2854710.0,44.288,0.901,135.916
2020-10-02,ALB,Albania,Europe,2854710.0,46.039,0.801,136.266
2020-10-03,ALB,Albania,Europe,2854710.0,48.241,0.851,137.317
2020-10-04,ALB,Albania,Europe,2854710.0,50.393,0.951,138.718
2020-10-05,ALB,Albania,Europe,2854710.0,50.993,1.001,140.119
2020-10-06,ALB,Albania,Europe,2854710.0,52.545,0.951,141.17
2020-10-07,ALB,Albania,Europe,2854710.0,54.096,1.001,142.571
2020-10-08,ALB,Albania,Europe,2854710.0,54.697,1.151,143.973
2020-10-09,ALB,Albania,Europe,2854710.0,55.097,1.201,144.673
2020-10-10,ALB,Albania,Europe,2854710.0,55.747,1.201,145.724
2020-10-11,ALB,Albania,Europe,2854710.0,56.698,1.201,147.125
2020-10-12,ALB,Albania,Europe,2854710.0,58.049,1.201,148.526
2020-10-13,ALB,Albania,Europe,2854710.0,59.25,1.301,150.278
2020-10-14,ALB,Albania,Europe,2854710.0,61.302,1.351,152.029
2020-10-15,ALB,Albania,Europe,2854710.0,65.706,1.401,153.781
2020-10-16,ALB,Albania,Europe,2854710.0,71.811,1.501,155.182
2020-10-17,ALB,Albania,Europe,2854710.0,77.216,1.601,156.934
2020-10-18,ALB,Albania,Europe,2854710.0,82.871,1.551,157.985
2020-10-19,ALB,Albania,Europe,2854710.0,89.076,1.501,159.035
2020-10-20,ALB,Albania,Europe,2854710.0,95.031,1.451,160.437
2020-10-21,ALB,Albania,Europe,2854710.0,99.735,1.401,161.838
2020-10-22,ALB,Albania,Europe,2854710.0,101.987,1.301,162.889
2020-10-23,ALB,Albania,Europe,2854710.0,102.838,1.301,164.29
2020-10-24,ALB,Albania,Europe,2854710.0,104.289,1.251,165.691
2020-10-25,ALB,Albania,Europe,2854710.0,105.19,1.301,167.092
2020-10-26,ALB,Albania,Europe,2854710.0,104.839,1.301,168.143
2020-10-27,ALB,Albania,Europe,2854710.0,103.989,1.451,170.595
2020-10-28,ALB,Albania,Europe,2854710.0,104.689,1.551,172.697
2020-10-29,ALB,Albania,Europe,2854710.0,103.338,1.701,174.799
2020-10-30,ALB,Albania,Europe,2854710.0,103.989,1.651,175.85
2020-10-31,ALB,Albania,Europe,2854710.0,100.936,1.802,178.302
2020-11-01,ALB,Albania,Europe,2854710.0,102.337,2.052,181.455
2020-11-02,ALB,Albania,Europe,2854710.0,103.989,2.352,184.607
2020-11-03,ALB,Albania,Europe,2854710.0,108.843,2.252,186.359
2020-11-04,ALB,Albania,Europe,2854710.0,113.096,2.152,187.76
2020-11-05,ALB,Albania,Europe,2854710.0,120.403,2.202,190.212
2020-11-06,ALB,Albania,Europe,2854710.0,128.91,2.352,192.314
2020-11-07,ALB,Albania,Europe,2854710.0,141.621,2.402,195.116
2020-11-08,ALB,Albania,Europe,2854710.0,150.328,2.052,195.817
2020-11-09,ALB,Albania,Europe,2854710.0,160.537,2.202,200.02
2020-11-10,ALB,Albania,Europe,2854710.0,169.644,2.352,202.823
2020-11-11,ALB,Albania,Europe,2854710.0,175.199,2.702,206.676
2020-11-12,ALB,Albania,Europe,2854710.0,174.649,2.752,209.478
2020-11-13,ALB,Albania,Europe,2854710.0,174.699,2.802,211.93
2020-11-14,ALB,Albania,Europe,2854710.0,176.55,2.752,214.383
2020-11-15,ALB,Albania,Europe,2854710.0,181.354,3.203,218.236
2020-11-16,ALB,Albania,Europe,2854710.0,185.208,3.003,221.038
2020-11-17,ALB,Albania,Europe,2854710.0,191.763,2.902,223.14
2020-11-18,ALB,Albania,Europe,2854710.0,201.972,2.802,226.293
2020-11-19,ALB,Albania,Europe,2854710.0,220.788,2.953,230.146
2020-11-20,ALB,Albania,Europe,2854710.0,238.103,3.353,235.4
2020-11-21,ALB,Albania,Europe,2854710.0,248.361,3.653,239.954
2020-11-22,ALB,Albania,Europe,2854710.0,246.76,3.803,244.858
2020-11-23,ALB,Albania,Europe,2854710.0,256.418,4.254,250.814
2020-11-24,ALB,Albania,Europe,2854710.0,258.92,4.904,257.469
2020-11-25,ALB,Albania,Europe,2854710.0,255.568,4.854,260.272
2020-11-26,ALB,Albania,Europe,2854710.0,249.062,4.804,263.775
2020-11-27,ALB,Albania,Europe,2854710.0,239.504,4.954,270.08
2020-11-28,ALB,Albania,Europe,2854710.0,229.896,5.104,275.685
2020-11-29,ALB,Albania,Europe,2854710.0,243.407,4.954,279.538
2020-11-30,ALB,Albania,Europe,2854710.0,231.497,4.704,283.742
2020-12-01,ALB,Albania,Europe,2854710.0,235.901,4.354,287.945
2020-12-02,ALB,Albania,Europe,2854710.0,238.953,4.804,293.9
2020-12-03,ALB,Albania,Europe,2854710.0,245.259,4.954,298.454
2020-12-04,ALB,Albania,Europe,2854710.0,253.065,4.954,304.76
2020-12-05,ALB,Albania,Europe,2854710.0,268.128,5.104,311.415
2020-12-06,ALB,Albania,Europe,2854710.0,268.379,5.355,317.02
2020-12-07,ALB,Albania,Europe,2854710.0,275.284,5.605,322.975
2020-12-08,ALB,Albania,Europe,2854710.0,271.331,5.705,327.879
2020-12-09,ALB,Albania,Europe,2854710.0,273.683,5.605,333.134
2020-12-10,ALB,Albania,Europe,2854710.0,278.237,5.655,338.038
2020-12-11,ALB,Albania,Europe,2854710.0,278.287,5.355,342.241
2020-12-12,ALB,Albania,Europe,2854710.0,279.938,5.004,346.445
2020-12-13,ALB,Albania,Europe,2854710.0,277.336,4.904,351.349
2020-12-14,ALB,Albania,Europe,2854710.0,275.635,4.704,355.903
2020-12-15,ALB,Albania,Europe,2854710.0,278.437,4.604,360.107
2020-12-16,ALB,Albania,Europe,2854710.0,272.682,4.454,364.31
2020-12-17,ALB,Albania,Europe,2854710.0,268.379,4.504,369.565
2020-12-18,ALB,Albania,Europe,2854710.0,257.269,4.454,373.418
2020-12-19,ALB,Albania,Europe,2854710.0,240.205,4.254,376.22
2020-12-20,ALB,Albania,Europe,2854710.0,223.841,4.254,381.125
2020-12-21,ALB,Albania,Europe,2854710.0,211.88,4.103,384.628
2020-12-22,ALB,Albania,Europe,2854710.0,190.863,4.154,389.181
2020-12-23,ALB,Albania,Europe,2854710.0,184.157,3.853,391.283
2020-12-24,ALB,Albania,Europe,2854710.0,170.295,3.503,394.086
2020-12-25,ALB,Albania,Europe,2854710.0,168.944,3.403,397.238
2020-12-26,ALB,Albania,Europe,2854710.0,160.787,3.453,400.391
2020-12-27,ALB,Albania,Europe,2854710.0,162.689,3.253,403.894
2020-12-28,ALB,Albania,Europe,2854710.0,157.484,3.303,407.747
2020-12-29,ALB,Albania,Europe,2854710.0,166.742,2.953,409.849
2020-12-30,ALB,Albania,Europe,2854710.0,170.645,2.852,411.25
2020-12-31,ALB,Albania,Europe,2854710.0,174.599,2.802,413.702
2021-01-01,ALB,Albania,Europe,2854710.0,146.925,2.352,413.702
2021-01-02,ALB,Albania,Europe,2854710.0,161.938,2.352,416.855
2021-01-03,ALB,Albania,Europe,2854710.0,159.336,2.002,417.906
2021-01-04,ALB,Albania,Europe,2854710.0,152.68,1.751,420.008
2021-01-05,ALB,Albania,Europe,2854710.0,156.984,2.002,423.861
2021-01-06,ALB,Albania,Europe,2854710.0,164.19,2.152,426.313
2021-01-07,ALB,Albania,Europe,2854710.0,169.594,2.102,428.415
2021-01-08,ALB,Albania,Europe,2854710.0,203.273,2.452,430.867
2021-01-09,ALB,Albania,Europe,2854710.0,202.272,2.152,431.918
2021-01-10,ALB,Albania,Europe,2854710.0,208.027,2.402,434.72
2021-01-11,ALB,Albania,Europe,2854710.0,217.585,2.402,436.822
2021-01-12,ALB,Albania,Europe,2854710.0,217.385,2.102,438.573
2021-01-13,ALB,Albania,Europe,2854710.0,216.484,1.952,439.975
2021-01-14,ALB,Albania,Europe,2854710.0,214.633,1.902,441.726
2021-01-15,ALB,Albania,Europe,2854710.0,213.031,1.751,443.127
2021-01-16,ALB,Albania,Europe,2854710.0,209.328,1.852,444.879
2021-01-17,ALB,Albania,Europe,2854710.0,204.924,1.802,447.331
2021-01-18,ALB,Albania,Europe,2854710.0,200.721,1.701,448.732
2021-01-19,ALB,Albania,Europe,2854710.0,197.218,1.751,450.834
2021-01-20,ALB,Albania,Europe,2854710.0,195.366,1.751,452.235
2021-01-21,ALB,Albania,Europe,2854710.0,196.267,1.751,453.987
2021-01-22,ALB,Albania,Europe,2854710.0,201.171,1.902,456.439
2021-01-23,ALB,Albania,Europe,2854710.0,211.43,2.002,458.891
2021-01-24,ALB,Albania,Europe,2854710.0,229.395,1.902,460.642
2021-01-25,ALB,Albania,Europe,2854710.0,241.706,2.152,463.795
2021-01-26,ALB,Albania,Europe,2854710.0,256.368,2.252,466.597
2021-01-27,ALB,Albania,Europe,2854710.0,266.677,2.402,469.049
2021-01-28,ALB,Albania,Europe,2854710.0,277.136,2.702,472.903
2021-01-29,ALB,Albania,Europe,2854710.0,284.993,2.752,475.705
2021-01-30,ALB,Albania,Europe,2854710.0,290.748,2.953,479.558
2021-01-31,ALB,Albania,Europe,2854710.0,292.899,3.253,483.412
2021-02-01,ALB,Albania,Europe,2854710.0,309.263,3.453,487.966
2021-02-02,ALB,Albania,Europe,2854710.0,312.416,3.303,489.717
2021-02-03,ALB,Albania,Europe,2854710.0,318.972,3.253,491.819
2021-02-04,ALB,Albania,Europe,2854710.0,327.229,3.403,496.723
2021-02-05,ALB,Albania,Europe,2854710.0,336.887,3.753,501.977
2021-02-06,ALB,Albania,Europe,2854710.0,348.347,3.853,506.531
2021-02-07,ALB,Albania,Europe,2854710.0,360.757,4.003,511.435
2021-02-08,ALB,Albania,Europe,2854710.0,365.161,3.953,515.639
2021-02-09,ALB,Albania,Europe,2854710.0,380.024,4.504,521.244
2021-02-10,ALB,Albania,Europe,2854710.0,386.829,4.954,526.498
2021-02-11,ALB,Albania,Europe,2854710.0,389.482,4.954,531.402
2021-02-12,ALB,Albania,Europe,2854710.0,387.98,4.904,536.307
2021-02-13,ALB,Albania,Europe,2854710.0,389.081,4.854,540.51
2021-02-14,ALB,Albania,Europe,2854710.0,387.28,4.754,544.714
2021-02-15,ALB,Albania,Europe,2854710.0,378.372,4.754,548.917
2021-02-16,ALB,Albania,Europe,2854710.0,356.454,4.704,554.172
2021-02-17,ALB,Albania,Europe,2854710.0,353.051,4.854,560.477
2021-02-18,ALB,Albania,Europe,2854710.0,353.401,5.004,566.432
2021-02-19,ALB,Albania,Europe,2854710.0,354.001,5.254,573.088
2021-02-20,ALB,Albania,Europe,2854710.0,354.051,5.505,579.043
2021-02-21,ALB,Albania,Europe,2854710.0,358.856,5.555,583.597
2021-02-22,ALB,Albania,Europe,2854710.0,372.067,5.705,588.851
2021-02-23,ALB,Albania,Europe,2854710.0,383.076,5.705,594.106
2021-02-24,ALB,Albania,Europe,2854710.0,380.374,5.755,600.762
2021-02-25,ALB,Albania,Europe,2854710.0,374.069,5.955,608.118
2021-02-26,ALB,Albania,Europe,2854710.0,366.312,6.005,615.124
2021-02-27,ALB,Albania,Europe,2854710.0,357.955,6.105,621.779
2021-02-28,ALB,Albania,Europe,2854710.0,346.345,6.506,629.136
2021-03-01,ALB,Albania,Europe,2854710.0,332.583,6.756,636.142
2021-03-02,ALB,Albania,Europe,2854710.0,326.128,6.956,642.797
2021-03-03,ALB,Albania,Europe,2854710.0,317.62,7.056,650.154
2021-03-04,ALB,Albania,Europe,2854710.0,310.665,7.006,657.16
2021-03-05,ALB,Albania,Europe,2854710.0,303.859,7.056,664.516
2021-03-06,ALB,Albania,Europe,2854710.0,293.4,7.156,671.872
2021-03-07,ALB,Albania,Europe,2854710.0,286.744,7.156,679.228
2021-03-08,ALB,Albania,Europe,2854710.0,282.691,7.006,685.183
2021-03-09,ALB,Albania,Europe,2854710.0,269.53,6.706,689.737
2021-03-10,ALB,Albania,Europe,2854710.0,258.52,6.506,695.692
2021-03-11,ALB,Albania,Europe,2854710.0,246.26,6.305,701.297
